position;castle_code;tags;castle_name;country;land;gebied;area;place;region;region_code;Latitude;Longitude;maps;stichter;founder;era;kasteel_type;castle_type;ct_code;kasteel_concept;castle_concept;cc_code;conditie;condition;c_code;opmerkelijk;remarkable;beschrijving;description;website;score_total;score_visitors;visitors;position_ref;score_ref;score_visitors_calculated;bezocht;score_alg;score_country;Description2;Name
382;ciechanow;ciechanow;Ciechanow (Zichenau);Poland;Polen;Oost Europa, Heilige Roomse Rijk;Eastern Europe, Holy Roman Empire;Olsztyn;Opolskie (Silesia Superior, Oberschlesien);opolskie;52,884064;20,618808;;Mazoviaanse prins Janusz I Starszy;Mazovia Price Janusz I Starszy;15;Rotskasteel;Rock castle;2;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Ruïne/Restant;Ruined/Partly remained;4; ; ;;;;432,3343893;6,769230769;12;332;158,5253899;679,3230769;2010;165,9355458;224;<b>Ciechanow (Zichenau)</b><br><br><img src='http://www.topcastles.com/images/large/ciechanow.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=ciechanow<br><br>382. Ciechanow (Zichenau)<br>Country: Poland<br>Region: Opolskie (Silesia Superior, Oberschlesien)<br>Place: Olsztyn;Ciechanow (Zichenau)
383;caetani;caetani;Castello di Caetani (Sermoneta);Italy;Italië;Zuid Europa;South Europe;Sermoneta;Lazio;lazio;41,55;12,983333;;;;; ; ;; ; ;; ; ;; ; ;;;http://www.fondazionecaetani.org/castello.php;432,1214366;7;3;377;146,4682629;700,6;;177,0555681;112;<b>Castello di Caetani (Sermoneta)</b><br><br><img src='http://www.topcastles.com/images/large/caetani.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=caetani<br><br>383. Castello di Caetani (Sermoneta)<br>Country: Italy<br>Region: Lazio<br>Place: Sermoneta;Castello di Caetani (Sermoneta)
384;lerici;lerici;Castello di Lerici;Italy;Italië;Zuid Europa, Heilige Roomse Rijk;South Europe, Holy Roman Empire;Lerici;Liguria;liguria;44,072789;9,907319;;;;; ; ;; ; ;; ; ;; ; ;;;;432,0339541;6,894736842;18;359;150,5523467;693,0736842;;182,7732854;112;<b>Castello di Lerici</b><br><br><img src='http://www.topcastles.com/images/large/lerici.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=lerici<br><br>384. Castello di Lerici<br>Country: Italy<br>Region: Liguria<br>Place: Lerici;Castello di Lerici
385;hohentwiel;hohentwiel;Hohentwiel;Germany;Duitsland;Heilige Roomse Rijk;Holy Roman Empire;;Baden-Würtenberg;baden-wurtenberg;47,764722;8,818889;;;;; ; ;; ; ;; ; ;;;;;;;431,9725217;8,375;15;743;68,58057964;840,5;;96,0128115;0;<b>Hohentwiel</b><br><br><img src='http://www.topcastles.com/images/large/hohentwiel.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=hohentwiel<br><br>385. Hohentwiel<br>Country: Germany<br>Region: Baden-Würtenberg<br>Place: ;Hohentwiel
386;tocnik;tocnik;To¢nik;Czechia;Tsjechië;Oost Europa, Heilige Roomse Rijk;Eastern Europe, Holy Roman Empire;To¢nik (Beroun);Stredo Ceský (Mittelböhmen);mezbohemia;;;;Wenzel IV;Wenzel IV;15;Hoogteburcht;Mountain castle;1;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Beschadigd;Damaged;3; ; ;;;http://www.tocnik.com;431,8806244;6,296296296;26;262;182,7397884;634,8296296;2005;227,8357038;112;<b>To¢nik</b><br><br><img src='http://www.topcastles.com/images/large/tocnik.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=tocnik<br><br>386. To¢nik<br>Country: Czechia<br>Region: Stredo Ceský (Mittelböhmen)<br>Place: To¢nik (Beroun);To¢nik
387;durnstein;durnstein;Schloss Durnstein;Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;;Niederöstenreich;niederoesterreich;;;;Kneuriger familie;Kneuriger family;12;Rotskasteel;Rock castle;2;Donjon binnen weermuren;Donjon inside curtain wall;6;Herbouwd/Verbouwd;Rebuild/Restored;2;Hier werd Koning Richard I Leeuwenhart van Engeland gevangengehouden toen hij terugkwam van zijn kruistocht.;Hier werd Koning Richard I Leeuwenhart van Engeland gevangengehouden toen hij terugkwam van zijn kruistocht.;In de jaren 70 is het kasteel herbouwd.;In de jaren 70 is het kasteel herbouwd.;;431,8444228;6,157894737;18;234;191,2774289;619,3894737;;267,7884005;0;<b>Schloss Durnstein</b><br><br><img src='http://www.topcastles.com/images/large/durnstein.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=durnstein<br><br>387. Schloss Durnstein<br>Country: Austria<br>Region: Niederöstenreich<br>Place: ;Schloss Durnstein
388;ilok;ilok;Gradina Ilock (Újlak);Croatia;Kroatië;Oost Europa, Balkan;Eastern Europe, Balkans;Ilok;;;;;;;;; ; ;; ; ;; ; ;; ; ;;;;431,8151354;7,5;3;511;118,3501504;750,6;;81,69021056;336;<b>Gradina Ilock (Újlak)</b><br><br><img src='http://www.topcastles.com/images/large/ilok.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=ilok<br><br>388. Gradina Ilock (Újlak)<br>Country: Croatia<br>Region: <br>Place: Ilok;Gradina Ilock (Újlak)
389;ehrenfels;ehrenfels;Ehrenfels;Germany;Duitsland;Heilige Roomse Rijk;Holy Roman Empire;;Rheinland-Pfalz;rheinland-pfalz;49,9752931163;7,87987599618;;;;; ; ;; ; ;; ; ;;;;;;;430,8741099;6,958333333;23;390;145,1749369;700,4333333;2004;203,2449116;0;<b>Ehrenfels</b><br><br><img src='http://www.topcastles.com/images/large/ehrenfels.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=ehrenfels<br><br>389. Ehrenfels<br>Country: Germany<br>Region: Rheinland-Pfalz<br>Place: ;Ehrenfels
390;grodziec;grodziec;Grodziec (Gröditzberg);Poland;Polen;Oost Europa, Heilige Roomse Rijk;Eastern Europe, Holy Roman Empire;Grodziec;Dolnoslaskie (Silesia Inferior, Nederschlesien);dolnoslaskie;51,1686615099;15,7747083893;;Henryk Brodaty (Prince of Cracow, Silesia and Polonia Major (Wielkopolska));Henryk Brodaty (Prince of Cracow, Silesia and Polonia Major (Wielkopolska));13;Hoogteburcht;Mountain castle;1;Donjon binnen weermuren;Donjon inside curtain wall;6;Herbouwd/Verbouwd;Rebuild/Restored;2;"Het kasteel werd gebruikt in het nederlands/belgische televisiespel ""Oberon""";;Wooden castle rebuilt in stone castle in XIII century, owned by Silesian dukes and nobles;Wooden castle rebuilt in stone castle in XIII century, owned by Silesian dukes and nobles;http://www.grodziec.com;430,8160171;7,829268293;40;612;94,83622498;790,9268293;;76,77071498;224;<b>Grodziec (Gröditzberg)</b><br><br><img src='http://www.topcastles.com/images/large/grodziec.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=grodziec<br><br>390. Grodziec (Gröditzberg)<br>Country: Poland<br>Region: Dolnoslaskie (Silesia Inferior, Nederschlesien)<br>Place: Grodziec;Grodziec (Gröditzberg)
391;stalker;stalker;Castle Stalker;Scotland;Schotland;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;(Strathclyde);Central;central;;;;Stewarts of Appin;Stewarts of Appin;15;Waterburcht (Slot);Water castle;3;Toren of compact kasteel;Tower or compact castle;4;Intakt;Intact;1;"Figureert in de eindscene van de Monty Python film ""The holy grail"" als het kasteel van de fransen.";"Figureert in de eindscene van de Monty Python film ""The holy grail"" als het kasteel van de fransen.";;;;430,527505;8,096153846;51;693;78,46645851;819,8153846;;53,85304191;224;<b>Castle Stalker</b><br><br><img src='http://www.topcastles.com/images/large/stalker.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=stalker<br><br>391. Castle Stalker<br>Country: Scotland<br>Region: Central<br>Place: (Strathclyde);Castle Stalker
392;albuquerque;albuquerque;Castello de Luna (Albuquerque);Spain;Spanje;Zuid Europa;South Europe;Albuquerque;Badajoz;badajoz;39,217309;-7,002132;;;;; ; ;; ; ;; ; ;; ; ;;;http://www.alburquerque.es;430,3511029;5,894736842;18;203;204,2380676;593,0736842;;229,9332946;224;<b>Castello de Luna (Albuquerque)</b><br><br><img src='http://www.topcastles.com/images/large/albuquerque.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=albuquerque<br><br>392. Castello de Luna (Albuquerque)<br>Country: Spain<br>Region: Badajoz<br>Place: Albuquerque;Castello de Luna (Albuquerque)
393;trausnitz;trausnitz;Burg Trausnitz;Germany;Duitsland;Heilige Roomse Rijk;Holy Roman Empire;Landshut;Bayern;bayern;48,5319444;12,1522222;;;;13;Hoogteburcht;Mountain castle;1;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Intakt;Intact;1;;;;;;429,8011039;7,692307692;12;573;104,4285769;771,6307692;;146,2000077;0;<b>Burg Trausnitz</b><br><br><img src='http://www.topcastles.com/images/large/trausnitz.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=trausnitz<br><br>393. Burg Trausnitz<br>Country: Germany<br>Region: Bayern<br>Place: Landshut;Burg Trausnitz
394;radzyn;radzyn;Radzyn Chelminski (Rehden);Poland;Polen;Oost Europa, Heilige Roomse Rijk;Eastern Europe, Holy Roman Empire;Radzyn Chelminski;Pomorsky (Pomerania, Pommern);pomorsky;53,388447;18,935366;;Orde van Teutonische Ridders;Orde van Teutonische Ridders;13;Stadsburcht;City castle;5;Donjon binnen weermuren;Donjon inside curtain wall;6;Ruïne/Restant;Ruined/Partly remained;4; ; ;Castle where treasure of great master of Teutonic Order was stored, since 1466 owned by Polish King, destroyed in XIX century ;Castle where treasure of great master of Teutonic Order was stored, since 1466 owned by Polish King, destroyed in XIX century ;;429,7367369;6,891891892;36;380;146,1579359;696,3891892;2010;190,6211102;56;<b>Radzyn Chelminski (Rehden)</b><br><br><img src='http://www.topcastles.com/images/large/radzyn.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=radzyn<br><br>394. Radzyn Chelminski (Rehden)<br>Country: Poland<br>Region: Pomorsky (Pomerania, Pommern)<br>Place: Radzyn Chelminski;Radzyn Chelminski (Rehden)
395;nenagh;nenagh;Nenagh Castle;Republic of Ireland;Ierland;Britse Eilanden;British isles;;Tipperay;tipperary;;;;;;; ; ;; ; ;; ; ;; ; ;;;;428,6652026;6,25;7;259;183,8502252;626,4;;151,3903152;424;<b>Nenagh Castle</b><br><br><img src='http://www.topcastles.com/images/large/nenagh.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=nenagh<br><br>395. Nenagh Castle<br>Country: Republic of Ireland<br>Region: Tipperay<br>Place: ;Nenagh Castle
396;tabor;Tábor;Hradište Hory Tábor (Kotnov);Czechia;Tsjechië;Oost Europa, Heilige Roomse Rijk;Eastern Europe, Holy Roman Empire;Tábor;Jiho Ceský (Südböhmen);sudbohemia;;;;Premysl Otakar II;Premysl Otakar II;14;Stadsburcht;City castle;5;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Ruïne/Restant;Ruined/Partly remained;4; ; ;De Kotnov toren is meest in het oog springende restant van het kasteel.; Major parts of the ancient fortifications and the ancient Kotnov tower and gate of Bechyn? near the tower still exist.;;428,6330685;6,666666667;14;329;159,8885946;669,4666667;;195,8440325;112;<b>Hradište Hory Tábor (Kotnov)</b><br><br><img src='http://www.topcastles.com/images/large/tabor.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=tabor<br><br>396. Hradište Hory Tábor (Kotnov)<br>Country: Czechia<br>Region: Jiho Ceský (Südböhmen)<br>Place: Tábor;Hradište Hory Tábor (Kotnov)
397;montfort;montfort+israel;Montfort (Starkenberg);Israel;Israel;Azië, Buiten Europa, Kruistochten;Asia, Outside Europe, Crusades;;;;;;;;;13;Rotskasteel;Rock castle;2;Donjon in weermuren;Donjon in curtain wall;7;Beschadigd;Damaged;3; ; ;;;;428,4302414;6,357142857;13;276;176,9701094;638,3142857;;191,7581532;224;<b>Montfort (Starkenberg)</b><br><br><img src='http://www.topcastles.com/images/large/montfort.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=montfort<br><br>397. Montfort (Starkenberg)<br>Country: Israel<br>Region: <br>Place: ;Montfort (Starkenberg)
398;purnstein;purnstein;Pürnstein;Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Neufelden;Oberösterreich;oberoesterreich;;;;;;; ; ;; ; ;; ; ;;;;;;;428,2360385;7,4;9;507;119,262265;741,8;;166,967171;0;<b>Pürnstein</b><br><br><img src='http://www.topcastles.com/images/large/purnstein.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=purnstein<br><br>398. Pürnstein<br>Country: Austria<br>Region: Oberösterreich<br>Place: Neufelden;Pürnstein
399;zuzemberk;zuzemberk;Grad Zuzemberk (Seisenberg);Slovenia;Slovenië;Oost Europa, Balkan;Eastern Europe, Balkans;;Krka;krka;;;;;;13; ; ;; ; ;;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;Žužemberk's history goes back to the 13th century. Its defenses were reinforced with seven huge round towers in the 16th century. From 1538 until World War II, it was owned by the noble Auersperg family from Turjak and Šumberk. During the war, the castle was heavily bombarded, but restorations began in the 1960’s and the castle now hosts cultural and tourist events in the summer. ;;427,8088235;8,566176471;135;845;40;883,6176471;;0;224;<b>Grad Zuzemberk (Seisenberg)</b><br><br><img src='http://www.topcastles.com/images/large/zuzemberk.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=zuzemberk<br><br>399. Grad Zuzemberk (Seisenberg)<br>Country: Slovenia<br>Region: Krka<br>Place: ;Grad Zuzemberk (Seisenberg)
400;montebello;montebello;Castello di Montebello (Bellinzona);Switzerland;Zwitserland;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Bellinzona;Tessin;tessin;46,191321;9,026588;;;;;Stadsburcht;City castle;5; ; ;; ; ;; ; ;;;;427,4135663;7;14;411;140,0150737;702,8;;196,0211031;0;<b>Castello di Montebello (Bellinzona)</b><br><br><img src='http://www.topcastles.com/images/large/montebello.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=montebello<br><br>400. Castello di Montebello (Bellinzona)<br>Country: Switzerland<br>Region: Tessin<br>Place: Bellinzona;Castello di Montebello (Bellinzona)
401;bezdez;bezdez;Bezdez Hrad;Czechia;Tsjechië;Oost Europa, Heilige Roomse Rijk;Eastern Europe, Holy Roman Empire;Bezdez;Liberec (Reichenberg);liberec;;;;Premysl Otakar II;Premysl Otakar II;13;Hoogteburcht;Mountain castle;1;Donjon binnen weermuren;Donjon inside curtain wall;6;Beschadigd;Damaged;3; ; ;;;;427,2258481;7,71875;31;599;97,98705347;778,075;2005;109,1818749;112;<b>Bezdez Hrad</b><br><br><img src='http://www.topcastles.com/images/large/bezdez.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=bezdez<br><br>401. Bezdez Hrad<br>Country: Czechia<br>Region: Liberec (Reichenberg)<br>Place: Bezdez;Bezdez Hrad
402;montsegur;Montségur;Château de Montségur ;France;Frankrijk;;;;Midi-Pyrénées;midi-pirenees;42,87556;1,8325;; ; ;;Rotskasteel;Rock castle;2; ; ;; ; ;; ; ;;;;426,9723811;6,965517241;28;413;139,8850212;702,1517241;2011;195,8390296;0;<b>Château de Montségur </b><br><br><img src='http://www.topcastles.com/images/large/montsegur.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=montsegur<br><br>402. Château de Montségur <br>Country: France<br>Region: Midi-Pyrénées<br>Place: ;Château de Montségur 
403;stahleck;stahleck;Burg Stahleck ;Germany;Duitsland;Heilige Roomse Rijk;Holy Roman Empire;Bacharach;Rheinland-Pfalz;rheinland-pfalz;50,0580555;7,7655555;;;;12;Rotskasteel;Rock castle;2;Donjon binnen weermuren;Donjon inside curtain wall;6;Beschadigd;Damaged;3; ; ;;;;426,5693967;7,344827586;28;510;118,3644638;740,0827586;2004;165,7102493;0;<b>Burg Stahleck </b><br><br><img src='http://www.topcastles.com/images/large/stahleck.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=stahleck<br><br>403. Burg Stahleck <br>Country: Germany<br>Region: Rheinland-Pfalz<br>Place: Bacharach;Burg Stahleck 
404;falkensteinranna;falkenstein+ranna;Burg Falkenstein an der Ranna (Hofkirchen);Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Hofkirchen;Oberösterreich;oberoesterreich;;;;Ridder Gotebert van Falkenstein;Knight Gotebert of Falkenstein;;Rotskasteel;Rock castle;2; ; ;;Ruïne/Restant;Ruined/Partly remained;4; ; ;;;;426,3156379;6,666666667;5;334;158,3136718;667,6666667;;221,6391405;0;<b>Burg Falkenstein an der Ranna (Hofkirchen)</b><br><br><img src='http://www.topcastles.com/images/large/falkensteinranna.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=falkensteinranna<br><br>404. Burg Falkenstein an der Ranna (Hofkirchen)<br>Country: Austria<br>Region: Oberösterreich<br>Place: Hofkirchen;Burg Falkenstein an der Ranna (Hofkirchen)
405;najac;najac;Château de Najac;France;Frankrijk;;;;Midi-Pyrénées;midi-pirenees;44,21833;1,97333;;Hertog Alphonse van Poitiers en Toulouse;Count Alphonse of Poitiers and Toulouse;13;Rotskasteel;Rock castle;2;Toren of compact kasteel;Tower or compact castle;4;Beschadigd;Damaged;3; ; ;;;;425,8177269;6,8;24;364;148,2419188;684,8;;207,5386863;0;<b>Château de Najac</b><br><br><img src='http://www.topcastles.com/images/large/najac.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=najac<br><br>405. Château de Najac<br>Country: France<br>Region: Midi-Pyrénées<br>Place: ;Château de Najac
406;molina;molina+aragón;Alcázar de Molina;Spain;Spanje;Zuid Europa;South Europe;Molina de Aragón(Guadalajara);Castilla-La Mancha;castilla-la_mancha;40,845892;-1,888703;;;;; ; ;; ; ;; ; ;;;;;;;424,9689825;7,571428571;13;569;105,6639489;759,7428571;;91,9295284;224;<b>Alcázar de Molina</b><br><br><img src='http://www.topcastles.com/images/large/molina.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=molina<br><br>406. Alcázar de Molina<br>Country: Spain<br>Region: Castilla-La Mancha<br>Place: Molina de Aragón(Guadalajara);Alcázar de Molina
407;vitre;vitré;Château de Vitré ;France;Frankrijk;;;Vitré;Bretagne;bretagne;48,124444;-1,215278;;;;11;Rotskasteel;Rock castle;2;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Intakt;Intact;1; ; ;;;http://www.ot-vitre.fr/english/Vitre-en/heritage/heritage.htm;424,9246697;8,375;47;804;57,19407749;846,9;2005;80,07170848;0;<b>Château de Vitré </b><br><br><img src='http://www.topcastles.com/images/large/vitre.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=vitre<br><br>407. Château de Vitré <br>Country: France<br>Region: Bretagne<br>Place: Vitré;Château de Vitré 
408;frankopane;frankopane;Kaštel Frankopanski (Stari grad Ogulin);Croatia;Kroatië;Oost Europa, Balkan;Eastern Europe, Balkans;Ogulin;;;;;;;;; ; ;; ; ;; ; ;; ; ;;;;424,7907303;6,75;3;352;152,2119226;675,6;;101,0966916;448;<b>Kaštel Frankopanski (Stari grad Ogulin)</b><br><br><img src='http://www.topcastles.com/images/large/frankopane.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=frankopane<br><br>408. Kaštel Frankopanski (Stari grad Ogulin)<br>Country: Croatia<br>Region: <br>Place: Ogulin;Kaštel Frankopanski (Stari grad Ogulin)
409;medemblik;medemblik;Kasteel Radboud (Medemblik);Netherlands;Nederland;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Medemblik;Noord Holland;noord_holland;52,77257492;5,113146626;;Graaf Floris V van Holland;Count Floris V of Holland;13;Waterburcht (Slot);Water castle;3;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Ruïne/Restant;Ruined/Partly remained;4; ; ;;;http://www.kasteelradboud.nl/;424,6936955;6,928205128;194;496;120,9815989;731,6205128;;169,3742385;0;<b>Kasteel Radboud (Medemblik)</b><br><br><img src='http://www.topcastles.com/images/large/medemblik.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=medemblik<br><br>409. Kasteel Radboud (Medemblik)<br>Country: Netherlands<br>Region: Noord Holland<br>Place: Medemblik;Kasteel Radboud (Medemblik)
